Organization Name,Organization Name URL,Industries,Headquarters Location,Description,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,CB Rank (Company),Number of Funding Rounds,LinkedIn,Website,Founders
BrainStorm,https://www.crunchbase.com/organization/brainstorm,"Information Technology, SaaS, Software, Training","American Fork, Utah, United States",BrainStorm is the industry leader for software adoption and change management solutions.,6400000,USD,6400000,Series A,"11,531",1,http://www.linkedin.com/company/brainstorm-inc,http://www.brainstorminc.com/,Eric Farr
Senseon,https://www.crunchbase.com/organization/senseon,"Artificial Intelligence, Cyber Security, Information Technology, Machine Learning, Software","London, England, United Kingdom","Senseon's self-driving cyber defence platform automates the process of threat detection, investigation and response.",6400000,USD,6400000,Seed,"12,175",2,https://www.linkedin.com/company/senseon-tech/,https://www.senseon.io,David Atkinson
Webgility,https://www.crunchbase.com/organization/webgility,"Business Intelligence, E-Commerce, SaaS, Software","San Francisco, California, United States",Webgility makes selling easier for ecommerce businesses.,6400000,USD,6400000,Series A,"12,270",2,http://www.linkedin.com/company/webgility-inc-,http://www.webgility.com,Parag Mamnani
Baffin Bay Networks,https://www.crunchbase.com/organization/baffin-bay-networks,"Cyber Security, Software","Stockholm, Stockholms Lan, Sweden",Baffin Bay Networks is a cybersecurity company that delivers cloud-based security platform for network and application attacks prevention.,6400000,USD,6400000,Seed,"31,463",2,https://www.linkedin.com/company/baffin-bay-networks,https://www.baffinbaynetworks.com,Joakim Sundberg
Makara,https://www.crunchbase.com/organization/makara,"Cloud Computing, PaaS, Software","Redwood City, California, United States","Makara enables organizations to provision, deploy, manage, monitor and scale their Java and PHP applications on public and private clouds.",6400000,USD,6400000,Series A,"235,687",2,,,
Bullrun Financial,https://www.crunchbase.com/organization/bullrun-financial,"Analytics, Software, Web Browsers","Hampton, New Jersey, United States",Performance Analytics Software,6400000,USD,6400000,Series A,"270,755",1,,http://www.bullrunfinancial.com,
Ancoa Software,https://www.crunchbase.com/organization/ancoa-software,"Analytics, Big Data, Data Visualization, FinTech, Fraud Detection, Software","London, England, United Kingdom","Ancoa provides contextual surveillance and insightful analytics for exchanges, regulators, buy & sell-side firms.",4099999,GBP,6359654,Series A,"30,209",2,https://www.linkedin.com/company/hl-steam-ltd,http://www.ancoa.com,"Andrew Louth, Stefan Hendrickx"
Estify,https://www.crunchbase.com/organization/estify,"Auto Insurance, Automotive, Autonomous Vehicles, Software","Los Angeles, California, United States",Estify provides software for the automotive collision industry.,6300000,USD,6300000,Series A,"23,228",6,,http://estify.com,"Derek Carr, Jordan Furniss, Taylor Moss"
Stravito,https://www.crunchbase.com/organization/stravito,"Computer, Enterprise Software, Knowledge Management, Machine Learning, SaaS, Software","Stockholm, Stockholms Lan, Sweden",We’re building the most powerful and personalised knowledge management tool for consumer goods companies.,5600000,EUR,6285997,Seed,"65,565",2,https://www.linkedin.com/company/stravito/,https://www.stravito.com/,"Andreas Lee, Sarah Lee, Thor Olof Philogène"
Testlio,https://www.crunchbase.com/organization/testlio,"Developer Tools, Mobile, SaaS, Software, Test and Measurement","San Francisco, California, United States","At Testlio, we test your products and uncover issues before your customers do. We are fast, scalable and focused on quality.",6250000,USD,6250000,Series A,"11,523",4,http://www.linkedin.com/company/testlio,http://testlio.com,"Kristel Kruustük, Marko Kruustuk"
Bubble,https://www.crunchbase.com/organization/bubble,"Software, Web Development","New York, New York, United States",Bubble is a visual programming language for web and mobile applications.,6250000,USD,6250000,Seed,"28,969",1,https://www.linkedin.com/company/bubble-group-inc,https://bubble.io,"Emmanuel Straschnov, Josh Haas"
Movvo,https://www.crunchbase.com/organization/around-knowledge,"Analytics, Artificial Intelligence, Business Intelligence, Commercial Real Estate, Machine Learning, Property Management, SaaS, Software","Porto, Lisboa, Portugal","Movvo is a global technology company strategically positioned at the intersection of the retail industry, artificial intelligence and custom",5500000,EUR,6245713,Series A,"34,348",2,https://www.linkedin.com/company/movvoinc,http://www.movvo.com,Cyrus Gilbert-Rolfe
Ververica,https://www.crunchbase.com/organization/data-artisans,"Apps, Data Integration, Enterprise Software, Information Technology, Software","Berlin, Berlin, Germany","Ververica provides Ververica Platform, with open source apache flink and application manager, to the enterprise.",5500000,EUR,6232817,Series A,"16,135",2,https://www.linkedin.com/company/ververica/,https://www.ververica.com/,"Aljoscha Krettek, Fabian Hueske, Kostas Tzoumas, Robert Metzger, Stephan Ewen, Ufuk Celebi"
Assignar,https://www.crunchbase.com/organization/assignar,"Business Intelligence, Cloud Data Services, Compliance, Construction, Field Support, Public Safety, SaaS, Scheduling, Software","Denver, Colorado, United States","Assignar is a SaaS platform that helps construction contractors run their operations by improving productivity, efficiency and safety.",6200000,USD,6200000,Series A,"10,944",3,https://www.linkedin.com/company/assignar,https://assignar.com,Sean McCreanor
Cloverpop,https://www.crunchbase.com/organization/cloverpop,"B2B, Collaboration, Enterprise Software, Predictive Analytics, SaaS, Software","San Francisco, California, United States",Cloverpop's enterprise platform is the way to keep track of decisions in Slack. Make better decisions 2x faster with 100 percent visibility.,6200000,USD,6200000,Series A,"23,994",2,http://www.linkedin.com/company/cloverpop,https://www.cloverpop.com,Erik Larson
Saagie,https://www.crunchbase.com/organization/saagie,"Artificial Intelligence, Big Data, Enterprise Applications, FinTech, Information Technology, PaaS, Software","Paris, Ile-de-France, France","Saagie is an end-to-end data platform to extract and refine your data, to build and run AI-based applications.",5000000,EUR,6190516,Series A,"13,856",3,https://www.linkedin.com/company/3231705,http://www.saagie.com/,Arnaud Muller
Volders,https://www.crunchbase.com/organization/volders,"Apps, Information Technology, Software","Berlin, Berlin, Germany",Volders is a service for consumers to manage contracts and subscriptions.,5000000,EUR,6181440,Series A,"20,262",4,https://www.linkedin.com/company/volders-gmbh,http://www.volders.de,Jan Hendrik Ansink
Lingo Live,https://www.crunchbase.com/organization/lingo-live,"Corporate Training, Education, Enterprise Software, Language Learning, Software, Tutoring","New York, New York, United States",Lingo Live teaches employees at multinational companies to gain the English communication skills they need to move up in their career.,6171803,USD,6171803,Series A,"16,738",3,http://www.linkedin.com/company/lingo-live,http://www.lingolive.com/,"Alex Au, Tyler Muse"
LeadDesk,https://www.crunchbase.com/organization/leaddesk,"Automotive, CRM, Enterprise Software, Mobile, SaaS, Software, Telecommunications, VoIP","Helsinki, Southern Finland, Finland",Tools for sales and service calling,5500000,EUR,6157235,Series A,"13,985",1,https://www.linkedin.com/company/leaddesk,http://www.leaddesk.com,"Lauri Pukkinen, Olli Sirkiä"
Sperax,https://www.crunchbase.com/organization/sperax,"Blockchain, Cryptocurrency, Information Technology, Infrastructure, Software","San Francisco, California, United States","Sperax returns blockchains to their original tenants of democracy through improvements in decentralization, security, and performance.",6100000,USD,6100000,Seed,"24,889",1,https://www.linkedin.com/company/sperax/,https://sperax.io/,
Smart Vision Labs,https://www.crunchbase.com/organization/smart-vision-labs,"Hardware, Health Care, Internet of Things, mHealth, Software","New York, New York, United States",We're building a better way to do vision exams. Our goal is to make vision care accessible to everyone.,6100000,USD,6100000,Series A,"25,700",2,https://www.linkedin.com/company/smart-vision-labs,http://smartvisionlabs.com,"Marc Albanese, Yaopeng Zhou"
CombaGroup,https://www.crunchbase.com/organization/combagroup,"Agriculture, AgTech, Consulting, Farming, Hardware, Software","Vaud, Geneve, Switzerland",CombaGroup is developing a cost-effective and environmentally-friendly solution for growing.,6000000,CHF,6087699,Series A,"31,736",8,http://www.linkedin.com/company/combagroup,http://combagroup.com,"Benoit de Combaud, Marie de Raismes"
Jobber,https://www.crunchbase.com/organization/jobber,"Cloud Computing, Information Technology, Mobile, SaaS, Software","Edmonton, Alberta, Canada","Jobber helps small home service businesses organize their operations from scheduling jobs, managing crews, to invoicing & collecting payment",8000000,CAD,6001297,Series A,"5,657",4,https://www.linkedin.com/company/jobber-software,https://getjobber.com,"Forrest Zeisler, Sam Pillar"
CompanyCam,https://www.crunchbase.com/organization/companycam,"Construction, Messaging, Photo Sharing, Software","Lincoln, Nebraska, United States",CompanyCam is a documentation and communication app that provides a complete photo solution for contractors to monitor projects.,6000000,USD,6000000,Series A,"1,127",3,https://www.linkedin.com/company/companycam/,https://www.companycam.com/,Luke Hansen
Court Buddy,https://www.crunchbase.com/organization/court-buddy,"Consulting, Consumer, Information Technology, Legal, Marketplace, Messaging, Mobile, Software","San Francisco, California, United States",Court Buddy instantly matches consumers with solo attorneys based on budget.,6000000,USD,6000000,Series A,"1,689",7,https://www.linkedin.com/company/4864077,http://www.courtbuddy.com,"James Jones Jr, Kristina Jones"
Vibenomics,https://www.crunchbase.com/organization/vibenomics,"Advertising, Advertising Platforms, Enterprise Software, Internet Radio, Marketing, Media and Entertainment, Outdoor Advertising, Retail Technology, Software","Fishers, Indiana, United States",Vibenomics powers audio out-of-home (OOH) advertising and experiences for brands and location-based organizations.,6000000,USD,6000000,Series A,"4,494",4,https://www.linkedin.com/company/vibenomics,https://www.vibenomics.com,"Adam Ritz, Brent Oakley, Nathan Miller"
Data Gumbo,https://www.crunchbase.com/organization/data-gumbo-corporation,"Blockchain, Industrial Automation, Information Technology, Oil and Gas, Software","Houston, Texas, United States",Data Gumbo provides an interconnected blockchain network designed to streamline smart contracts management for industrial companies.,6000000,USD,6000000,Series A,"4,619",3,https://www.linkedin.com/company/10516741/,https://www.datagumbo.com,Andrew Bruce
Photomath,https://www.crunchbase.com/organization/photomath-inc-2,"EdTech, Education, Software","San Mateo, California, United States",Photomath app solves math problems using a camera and provides step by step instructions.,6000000,USD,6000000,Series A,"5,103",2,https://www.linkedin.com/company/10337946/,https://photomath.net,"Damir Sabol, Izet Zdralovic, Jurica Cerovec, Marko Mihovilic, Matija Korpar, Sasa Skevin"
Crayon,https://www.crunchbase.com/organization/crayon-2,"Artificial Intelligence, Business Intelligence, Marketing, SaaS, Software, Web Design","Boston, Massachusetts, United States","Crayon is a market intelligence company that helps businesses track, analyze, and act on everything happening outside their four walls.",6000000,USD,6000000,Series A,"5,273",6,https://www.linkedin.com/company/crayon-co,http://www.crayon.co,"John Osborne, Jonah Lopin"
Panoply,https://www.crunchbase.com/organization/panoply-io,"Big Data, Cloud Data Services, Machine Learning, SaaS, Software","San Francisco, California, United States","Panoply is a smart cloud data warehouse that automates the collection, modeling, and scaling of any data.",6000000,USD,6000000,Series A,"5,535",3,https://www.linkedin.com/company/panoply-io,http://panoply.io/,"Roi Avinoam, Yaniv Leven"
Progressly,https://www.crunchbase.com/organization/progress-ly,"Data Integration, Enterprise Software, Information Technology, Internet, Mobile, SaaS, Security, Software","Redwood City, California, United States",Progressly is a cloud-based Operational Performance Management solution that helps its customers transform their operations. ,6000000,USD,6000000,Series A,"5,602",1,https://www.linkedin.com/company/progressly,https://progressly.com/,"Clarence Wooten, Nick Candito"
RippleMatch,https://www.crunchbase.com/organization/ripplematch,"Consulting, Delivery, Education, Employment, Enterprise Software, Human Resources, Recruiting, Software","New York, New York, United States",RippleMatch is an internet company that helps entry-level candidates find their dream jobs.,6000000,USD,6000000,Series A,"6,187",3,https://www.linkedin.com/company/ripplematch/,https://ripplematch.com/,"Andrew Myers, Eric Ho"
Stream,https://www.crunchbase.com/organization/infinitetakes,"Film, Mobile, Social, Software, TV, TV Production, Video, Video Streaming","Charleston, South Carolina, United States","Stream is a company behind Stream, a live first OVP that powers video for publishers, professional sports, and top brands.",6000000,USD,6000000,Seed,"6,457",1,,https://stream.live/,Eric Bowman
Range,https://www.crunchbase.com/organization/range-labs,"Internet, Software","San Francisco, California, United States","Exploring how software can cultivate healthy, inclusive, and creative organizations.",6000000,USD,6000000,Seed,"7,002",2,https://www.linkedin.com/company/range-labs/,https://www.range.co,"Braden Kowitz, Dan Pupius, Jennifer Dennard"
SeekOut,https://www.crunchbase.com/organization/seekout,"Artificial Intelligence, Recruiting, SaaS, Software","Bellevue, Washington, United States",SeekOut gives companies a competitive edge in recruiting hard-to-find and diverse talent.,6000000,USD,6000000,Series A,"7,403",2,https://www.linkedin.com/company/seekout/about/,https://seekout.io/,"Anoop Gupta, Aravind Bala, John Tippett, Vikas Manocha"
MEL Science,https://www.crunchbase.com/organization/mel-science,"EdTech, Education, Software","London, England, United Kingdom",MEL Science develops up to date chemistry kit subscription and VR software for learning chemistry,6000000,USD,6000000,Series A,"7,704",3,https://www.linkedin.com/company/mel-science/,https://melscience.com/en/,Vassili Philippov
Synup,https://www.crunchbase.com/organization/synup,"Internet, Marketing, Marketing Automation, SaaS, Software","New York, New York, United States",Synup helps businesses unlock the power of local marketing by improving brand awareness and new customer acquisition.,6000000,USD,6000000,Series A,"8,090",2,https://www.linkedin.com/company/9322483/,http://www.synup.com,Ashwin Ramesh
Shapr3D,https://www.crunchbase.com/organization/shapr3d,"3D Printing, 3D Technology, Apps, CAD, Industrial Engineering, Software","Budapest, Budapest, Hungary",Shapr3D is a 3D modeling app for the iPad Pro that brings a revolutionary 3D modeling experience.,6000000,USD,6000000,Series A,"8,578",4,https://www.linkedin.com/company/shapr3d/,http://shapr3d.com,István Csanády
Darmiyan,https://www.crunchbase.com/organization/darmiyan,"Artificial Intelligence, Biotechnology, Enterprise Software, Health Care, Health Diagnostics, Medical, Software","San Francisco, California, United States","Darmiyan is developing an AI-powered software platform for early detection, monitoring, and stratification of Alzheimer's disease",6000000,USD,6000000,Seed,"9,156",4,https://www.linkedin.com/company/darmiyan/,https://www.darmiyan.com/,"Kaveh Vejdani, Padideh Kamali-Zare, Thomas Liebmann"
BrandTotal,https://www.crunchbase.com/organization/brandtotal,"Advertising, Internet, Machine Learning, Marketing, Software","New York, New York, United States",Agile Marketing Intelligence. Uncover your competition's marketing strategy and get the better of them.,6000000,USD,6000000,Series A,"9,198",2,https://www.linkedin.com/company-beta/17903650/,https://www.brandtotal.com,"Alon Leibovich, Amir Leshman, Omer Ramote"
Kloudless,https://www.crunchbase.com/organization/kloudless,"Data Integration, Developer APIs, Enterprise Applications, Information Technology, SaaS, Software","Berkeley, California, United States","Kloudless abstracts away the differences between APIs, creating a simple, unified interface for devs to build integrations into their apps.",6000000,USD,6000000,Series A,"10,174",4,https://www.linkedin.com/company/kloudless/,https://kloudless.com,"Brian Tang, Eliot Sun, Timothy Liu, Vinod Chandru"
Nexkey,https://www.crunchbase.com/organization/nexkey-inc,"Cloud Computing, Hardware, Information Technology, Internet of Things, Mobile, Mobile Apps, SaaS, Security, Smart Building, Software","San Mateo, California, United States",Smarter access control for every business,6000000,USD,6000000,Series A,"11,134",2,https://www.linkedin.com/company/nexkey/,http://www.nexkey.com,Peter Russo
ModelOp,https://www.crunchbase.com/organization/modelop,"Analytics, Artificial Intelligence, Enterprise Software, IT Infrastructure, Machine Learning, Predictive Analytics, Software","Chicago, Illinois, United States",ModelOp is a developer of an analytic deployment technology designed with analytics and predictive model applications.,6000000,USD,6000000,Series A,"11,937",3,https://www.linkedin.com/company/modelop/,http://modelop.com/,"Pete Foley, Robert Grossman, Stu Bailey"
Source{d},https://www.crunchbase.com/organization/source-d-2,"Analytics, Artificial Intelligence, Machine Learning, Open Source, Software, Software Engineering","Madrid, Madrid, Spain",Source{d} is the data platform for your software development life cycle.,6000000,USD,6000000,Series A,"11,941",1,https://www.linkedin.com/company/source-d/,http://sourced.tech/,"Eiso Kant, Jorge Schnura, Philip von Have"
Workona,https://www.crunchbase.com/organization/workona,"Internet, Productivity Tools, Software","San Mateo, California, United States","Workona is the work management platform for teams who want to effortlessly pull together projects, documents, & apps in one place.",6000000,USD,6000000,Seed,"12,343",1,https://www.linkedin.com/company/workona/,https://workona.com/,"Alma Madsen, Quinn Morgan"
Samya.AI,https://www.crunchbase.com/organization/samya-ai,"Artificial Intelligence, Machine Learning, Software","Northbrook, Illinois, United States",Samya.AI operates as a revenue growth AI company that brings the power of deep learning.,6000000,USD,6000000,Seed,"12,650",1,https://www.linkedin.com/company/samya-ai-inc/,https://samya.ai/,"Deepinder Singh Dhingra, Pavan Palety, Shailendra Singh"
CryptoMove,https://www.crunchbase.com/organization/cryptomove,"Blockchain, Cloud Security, Cyber Security, Data Storage, Database, Enterprise Software, Internet of Things, Security, Software","Oakland, California, United States",Decentralized moving target data protection,6000000,USD,6000000,Series A,"12,910",3,https://www.linkedin.com/company/6869137/,https://www.cryptomove.com,"Boris Burshteyn, Michael Burshteyn"
Zarget,https://www.crunchbase.com/organization/zarget,"A/B Testing, Internet, Marketing, SaaS, Software","Walnut, California, United States",Zarget is a SaaS-based conversion rate optimization company that provides comprehensive solutions for small- and medium-sized businesses.,6000000,USD,6000000,Series A,"12,967",2,https://www.linkedin.com/in/ananddaniel,http://www.zarget.com,"Arvind Parthiban, Naveen Venkat, Santhosh Kumar"
Bandura Cyber,https://www.crunchbase.com/organization/bandura,"Cyber Security, Information Services, Information Technology, Software","Washington, District of Columbia, United States",Bandura Cyber makes threat intelligence actionable.,6000000,USD,6000000,Series A,"12,995",8,https://www.linkedin.com/company/bandura-llc,https://banduracyber.com/,"Andrea Johnson, David Maestas, Suzanne Magee"
Practice Interactive DBA as Intiva Health,https://www.crunchbase.com/organization/intiva-health,"Health Care, Information Technology, Software","Austin, Texas, United States",Intiva Health is the first DLT-based complete credentialing platform made exclusively for today’s healthcare professionals.,6000000,USD,6000000,Seed,"13,318",2,https://www.linkedin.com/company/intiva-health/,https://intivahealth.com/,Alexander Candelario
Simudyne,https://www.crunchbase.com/organization/simudyne,"Cyber Security, Financial Services, FinTech, Software","London, England, United Kingdom",Simudyne helps financial organisations to understand their world and make the best possible decisions.,6000000,USD,6000000,Series A,"13,320",6,https://www.linkedin.com/company/simudyne/,https://www.simudyne.com,Justin Lyon
Worthix,https://www.crunchbase.com/organization/worthix,"Artificial Intelligence, Information Technology, Market Research, Software","Atlanta, Georgia, United States",The World's First Self-Adaptive Survey,6000000,USD,6000000,Series A,"13,453",2,https://www.linkedin.com/company/worthix/,https://www.worthix.com/,"Guilherme Cerqueira, Gustavo Cerqueira"
PERQ,https://www.crunchbase.com/organization/perq,"Advertising, Marketing, Software","Indianapolis, Indiana, United States","PERQ, a marketing technology company, empowers businesses with more visibility into their digital marketing efforts and sales.",6000000,USD,6000000,Series A,"13,555",4,http://www.linkedin.com/company/3498947,http://perq.com/,"Andy Medley, Scott Hill"
Fusebill,https://www.crunchbase.com/organization/fusebill,"Accounting, Billing, Finance, Payments, SaaS, Software, Subscription Service","Kanata, Ontario, Canada","Fusebill is a company that provides automated invoicing, billing and collections for subscription-based companies.",6000000,USD,6000000,Series A,"14,099",4,http://www.linkedin.com/company/2302976,https://www.fusebill.com,"Greg Burwell, Tyler Eyamie"
Swit,https://www.crunchbase.com/organization/swit,"Collaboration, Enterprise Software, Information Technology, Project Management, SaaS, Software, Task Management","San Francisco, California, United States",Swit is a collaboration suite for Teams.,6000000,USD,6000000,Seed,"14,460",2,http://linkedin.com/company/swittech,https://swit.io/,"Josh Lee, Max Lim"
Lookback,https://www.crunchbase.com/organization/lookback,"Mobile, Product Design, Software, UX Design","Menlo Park, California, United States",Lookback is a platform for easy-to-use software testing solutions.,6000000,USD,6000000,Series A,"15,739",2,http://www.linkedin.com/company/lookback,http://lookback.io,"Jonatan Littke, Nevyn Bengtsson"
Agile Stacks,https://www.crunchbase.com/organization/agile-stacks-inc,"Artificial Intelligence, Cloud Computing, Cloud Infrastructure, Data Center Automation, Infrastructure, Machine Learning, Open Source, Software","San Mateo, California, United States",Agile Stacks provides DevOps automation platform for cloud infrastructure and machine learning.,6000000,USD,6000000,Series A,"15,878",4,https://www.linkedin.com/company/7787120/,http://www.agilestacks.com,"Igor Mameshin, John Mathon"
Teramind,https://www.crunchbase.com/organization/teramind-inc,"Cyber Security, Enterprise Software, Security, Software","New York, New York, United States",Workforce Monitoring & Insider Threat Prevention,6000000,USD,6000000,Series A,"16,334",1,https://www.linkedin.com/company-beta/5090184/,http://www.teramind.co,Isaac Kohen
IntelliVision,https://www.crunchbase.com/organization/intellivision,"Analytics, Software, Video","San Jose, California, United States",IntelliVision is the market leader in Intelligent Video Analytics Software.,6000000,USD,6000000,Series A,"16,841",1,https://www.linkedin.com/company/intellivision,http://intelli-vision.com/,
ReUp Education,https://www.crunchbase.com/organization/reupeducation,"Consulting, Education, Software","San Francisco, California, United States","ReUp Education leverages data, technology, and coaching to re-enroll students who have left college and support them through to graduation.",6000000,USD,6000000,Series A,"17,072",3,https://www.linkedin.com/company/reup-education/,http://www.reupeducation.com/,"Nitzan Pelman, Paul Freedman, Sarah Horn"
Bloc,https://www.crunchbase.com/organization/bloc-2,"Android, Education, iOS, Software, Web Design, Web Development","San Francisco, California, United States",Bloc is a mentor-led online bootcamp for aspiring software developers and designers.,6000000,USD,6000000,Series A,"17,850",3,,https://www.bloc.io,"Dave Paola, Roshan Choxi"
Mindshow,https://www.crunchbase.com/organization/visionary-vr,"Internet, Software, Virtual Reality","Los Angeles, California, United States","Mindshow is an app for creating, sharing, and experiencing shows in VR.",6000000,USD,6000000,Series A,"18,553",1,,http://mindshow.com/,"Adam Levin, Cosmo Scharf, Gil Baron, Jonnie Ross, Luke Patterson"
Peoplevox (Descartes Systems Group),https://www.crunchbase.com/organization/peoplevox,"E-Commerce, Enterprise Software, Software","London, England, United Kingdom",Peoplevox offers easy to use warehouse management systems for e-commerce companies.,6000000,USD,6000000,Series A,"18,594",1,http://www.linkedin.com/company/peoplevox,http://www.peoplevox.com,Jonathan Bellwood
SynergySuite,https://www.crunchbase.com/organization/synergysuite,"Cloud Computing, Enterprise Software, Mobile Apps, Restaurants, SaaS, Software","Dublin, Dublin, Ireland","SynergySuite is an international provider of award winning, cloud-based enterprise back office software to leading global restaurant chains.",6000000,USD,6000000,Series A,"18,857",2,http://www.linkedin.com/company/synergysuite,http://www.synergysuite.com,Suzanne Keane
Fanplayr,https://www.crunchbase.com/organization/fanplayr,"Ad Targeting, Big Data, Coupons, E-Commerce, Real Time, Software","Menlo Park, California, United States",Convert browsers into buyers with real-time offers & messaging responding dynamically to shopping behavior,6000000,USD,6000000,Series A,"20,049",4,https://www.linkedin.com/company/fanplayr,http://www.fanplayr.com,"Derek Adelman, Rajiv Sunkara, Simon Yencken"
SkyGiraffe,https://www.crunchbase.com/organization/skygiraffe,"Android, CRM, iOS, Mobile, SaaS, Software","San Mateo, California, United States","SkyGiraffe is an enterprise mobility platform that mobilizes back-end data, enabling employees to manage business processes on any device.",6000000,USD,6000000,Series A,"22,845",6,http://www.linkedin.com/company/skygiraffe,http://www.skygiraffe.com,"Boaz Hecht, Itay Braun"
RtBrick,https://www.crunchbase.com/organization/rtbrick,"Cloud Computing, Network Security, Software","Princeton, New Jersey, United States",Cloud scale composable Software to drive platform of customer’s choice.,6000000,USD,6000000,Series A,"23,805",2,,https://www.rtbrick.com,"Hannes Gredler, Pravin Bhandarkar"
BetterCompany,https://www.crunchbase.com/organization/bettercompany,"Human Resources, Recruiting, Software","San Francisco, California, United States"," We use a blend of art and science to help companies connect with best candidates at the best time, when they're looking!",6000000,USD,6000000,Series A,"23,996",2,,http://bettercompany.com,Tom Williams
Penthera Partners,https://www.crunchbase.com/organization/penthera-partners,"Mobile, Mobile Devices, Software, Video Advertising, Video Streaming","New York, New York, United States","Penthera is an international software company that makes video viewing friction-free, so audiences can watch when and where they want it.",6000000,USD,6000000,Series A,"27,797",12,https://www.linkedin.com/company/penthera/,http://www.penthera.com,"Adam Berger, Michael Willner"
Runscope,https://www.crunchbase.com/organization/runscope,"Cloud Infrastructure, Developer APIs, Developer Tools, Enterprise Software, Software","San Francisco, California, United States",Runscope develops tools that support the modern application development life cycle.,6000000,USD,6000000,Series A,"28,211",3,http://www.linkedin.com/company/runscope,http://www.runscope.com,"Frank Stratton, John Sheehan"
Real Magic,https://www.crunchbase.com/organization/real-magic,"Contact Management, CRM, Email, Email Marketing, SaaS, Software","Raleigh, North Carolina, United States","Levitate helps relationship-based businesses keep in touch with clients, prospects, and referral sources.",6000000,USD,6000000,Series A,"28,581",1,,https://levitate.ai,Jesse Lipson
Striiv,https://www.crunchbase.com/organization/striiv,"Fitness, Hardware, Software","Redwood City, California, United States",Striiv develops portable fitness devices and mobile-enabled applications that help users be active and healthy.,6000000,USD,6000000,Series A,"32,301",2,,http://www.striiv.com,"David Wang, Zing Systems"
LUX Fund Technology and Solutions (LUX FTS),https://www.crunchbase.com/organization/lux-fund-technology-and-solutions-lux-fts,"Business Intelligence, Information Services, Information Technology, IT Management, SaaS, Software","New York, New York, United States",LUX FTS a business and technology solutions provider for the alternative asset industry.,6000000,USD,6000000,Series A,"33,537",1,https://www.linkedin.com/company/2995211/,http://luxfts.com/,"Jennifer Lui, Mark Christine, Nik Takmopoulos, Patrick Kehoe"
Neptune,https://www.crunchbase.com/organization/neptune-computer,"Android, Hardware, Software, Wearables","Montréal, Quebec, Canada","Neptune Computer Inc., commonly known simply as Neptune, is a Canadian consumer electronics and wearable technology company founded in 2013.",6000000,USD,6000000,Seed,"34,683",3,,http://www.neptune.co,"Paul Dawalibi, Ramesh Mantha, Simon Tian"
Lyfted Logistics and DIstribution,https://www.crunchbase.com/organization/lyfted-logistics-and-distribution,"Cannabis, Delivery, Retail, Software","Oakland, California, United States","Software developer, Distributor, and Non Store Front Cannabis Retailer licensed in the state of California.",6000000,USD,6000000,Seed,"35,084",1,https://www.linkedin.com/company/lyfted/,http://lyfted.co,Toby Morning
Vizerra,https://www.crunchbase.com/organization/vizerra,"3D Technology, Graphic Design, Software","San Francisco, California, United States",Vizerra is an educational portal enabling users to take a three-dimensional virtual tour of famous locations around the world.,6000000,USD,6000000,Series A,"45,202",2,https://www.linkedin.com/company/364813,http://vizerra.com/,Arman Gukasyan
Applied Pathways LLC,https://www.crunchbase.com/organization/applied-pathways-llc,"Computer, Enterprise, Knowledge Management, Software","Schaumburg, Illinois, United States",Applied Pathways provides a cloud-based visual development platform for clinical innovation,6000000,USD,6000000,Series A,"46,433",1,https://www.linkedin.com/company/applied-pathways-llc,http://appliedpathways.com/,John K Feldman
Sideband Networks,https://www.crunchbase.com/organization/sideband-networks,"Analytics, Big Data, IT Management, Machine Learning, Network Security, Predictive Analytics, Software, Virtualization","San Jose, California, United States",See Threat Behavior in a New Light with Sideband's Communication Behavior Analytics and Cognitive Machine Learning,6000000,USD,6000000,Series A,"57,827",1,http://www.linkedin.com/company/sideband-networks,http://www.sidebandnetworks.com,"Sherman Tang, Zane M. Taylor"
Halo BI,https://www.crunchbase.com/organization/halo-business-intelligence,"Analytics, Business Intelligence, Computer, SaaS, Software","San Diego, California, United States",Halo provides a platform for self-service supply chain planning and data discovery that enables organizations to grow revenue.,6000000,USD,6000000,Series A,"114,452",1,http://www.linkedin.com/company/436414,http://halobi.com,
CHSI Technologies,https://www.crunchbase.com/organization/chsi-technologies,"Enterprise Software, Information Technology, Insurance, InsurTech, Risk Management, SaaS, Software","Henderson, Nevada, United States","CHSI Technologies has developed an award cloud-based enterprise management systems for the commercial, municipal and self-insurance markets.",6000000,USD,6000000,Seed,"116,632",1,https://www.linkedin.com/in/jim-leftwich-16b93212/,http://www.chsiconnections.com,Jim Leftwich
Secant Technologies,https://www.crunchbase.com/organization/secant-technologies,"Enterprise Software, Information Technology, Mobile Apps, Software","Telford, Pennsylvania, United States",Secant Technologies is the leading provider of application server technology.,6000000,USD,6000000,Series A,"203,167",1,https://www.linkedin.com/company/secant-medical-inc,http://www.secant.com/,
ServiceCEO,https://www.crunchbase.com/organization/serviceceo,"Business Development, Marketing, SaaS, Software","Boston, Massachusetts, United States",ServiceCEO is a leading provider of SaaS software products and marketing solutions designed specifically for field service businesses,6000000,USD,6000000,Series A,"252,649",1,,http://www.insightdirect.com/,
Catalytic,https://www.crunchbase.com/organization/catalytic-2,"Apps, Information Technology, Software","Palo Alto, California, United States","A Palo Alto, Calif.-based provider of software designed to increase DSP application productivity",6000000,USD,6000000,Series A,"271,362",1,,http://www.catalyticinc.com/,
