Organization Name,Organization Name URL,Industries,Description,CB Rank (Company),LinkedIn,Website,Founders,Headquarters Location
Debt By EDU,https://www.crunchbase.com/organization/debt-by-edu,"Financial Services, Personal Finance",Student Loan Refinancing & Debt Consolidation,"924,887",https://www.linkedin.com/company/debt-by-edu,https://www.debtbyedu.com,"Riley Hendrickson, Taylor Bergquest","Newport Beach, California, United States"
San Diego Water Damage Repair Pros,https://www.crunchbase.com/organization/san-diego-water-damage-repair-pros,Home Services,Water Damage Restoration,"924,866",https://www.linkedin.com/in/san-diego-water-damage-repair-pros-0365a0129,http://www.sdwaterdamagerepair.com,,"Chula Vista, California, United States"
Origem Medical GmbH,https://www.crunchbase.com/organization/origem-medical-gmbh,,innovative Medical Holding,"924,811",,,Maik Käbisch,"Frankfurt, Hessen, Germany"
Coppice HR,https://www.crunchbase.com/organization/coppice-hr,"Consulting, Human Resources",Coppice HR is an independent HR consultancy.,"924,807",https://www.linkedin.com/company/coppice-hr,https://coppicehr.com/,,"Sutton Coldfield, Birmingham, United Kingdom"
TeqBuzz,https://www.crunchbase.com/organization/teqbuzz,"Transportation, Travel",TeqBuzz provides you the real-time ETA of your bus.,"924,636",,,Dr. Somakanthan Somalingam,"Ulm, Baden-Wurttemberg, Germany"
SamLeDisquaire,https://www.crunchbase.com/organization/samledisquaire,"Audio, E-Commerce, Music","SamLeDisquaire is a web-store that offers a huge range of music tapes from various genres like techno, hard-core, and tribe.","924,634",,http://www.samledisquaire.com,,"Liège, Liege, Belgium"
Rockstar Online Marketing,https://www.crunchbase.com/organization/rockstar-online-marketing,"Advertising, E-Commerce, Internet of Things, Marketing",Die Rockstar Online Marketing Agentur hilft lokalen Unternehmen in München und Umgebung mit Social Media Marketing.,"924,442",,https://www.rockstaronlinemarketing.com,,"München, Bayern, Germany"
Ryno Zoo,https://www.crunchbase.com/organization/ryno-zoo,"Communities, Information Technology","Ryno Zoo, LLC is built on technology attractions. Built on driving people in to see and to be a part of an experience.","924,389",,http://www.rynozoo.com/,,"Pownal, Maine, United States"
Studio British,https://www.crunchbase.com/organization/studio-british,"E-Commerce, Fashion, Manufacturing","Studio British is The retail destination for quality, timeless and staple British-made fashion.","924,376",,https://studiobritish.com/,,"London, England, United Kingdom"
Codeagency.Pl,https://www.crunchbase.com/organization/codeagency-pl,"Mobile Apps, Software, Web Apps","CodeAgency is a mobile application developer that creates websites, graphic execution of orders, and mobile apps.","924,376",,https://www.codeagency.pl,,"Bydgoszcz, Kujawsko-Pomorskie, Poland"
Mäklarkoll Nordic AB,https://www.crunchbase.com/organization/mäklarkoll-nordic-ab,Real Estate,Mäklarkoll.se is a disruptive company in the housing/realtor market.,"924,326",https://www.linkedin.com/company/maklarkoll/,https://maklarkoll.se,Philip Dyplin,"Stockholm, Stockholms Lan, Sweden"
Memory Power,https://www.crunchbase.com/organization/memory-power,Education,"Unique, interactive online memory-improvement courses for adults and children","924,301",,http://www.memorypower.org/,,"London, England, United Kingdom"
eVacant,https://www.crunchbase.com/organization/evacant,Travel,Travel company,"924,166",,https://www.evacant.ro,,"Bucharest, Bucuresti, Romania"
Kidtrol,https://www.crunchbase.com/organization/kidtrol,Apps,Kidtrol is a parental control app designed by Interactive Media Technologies that helps parents control their kids phone use habits.,"924,114",,https://kidtrol.com/,Steve Williams,"Boca Raton, Florida, United States"
West Laurent,https://www.crunchbase.com/organization/west-laurent,"Communities, Fashion, Lifestyle, Web Design",West Laurent is a luxury design house based in NYC.,"924,106",,http://www.westlaurent.com,,"New York, New York, United States"
JTK Logistics,https://www.crunchbase.com/organization/jtk-logistics,Logistics,JTK Logistics is a company specialising in House/ Office Moves,"923,897",,https://jtklogistics.godaddysites.com/,,"Manchester, Manchester, United Kingdom"
PIRA,https://www.crunchbase.com/organization/pira,"Drones, Internet of Things",Drone,"923,752",,,Atalay Huryasar,"Istanbul, Istanbul, Turkey"
Luxtoys,https://www.crunchbase.com/organization/luxtoys,"E-Commerce, Sales, Toys",LUXTOYS is a web shop that offers a wide variety of collectible figures and toys for different age of kids.,"923,712",,http://luxtoys.com.ua,,"Dnipropetrovsk, Dnipropetrovs'ka Oblast', Ukraine"
Uncommon Social,https://www.crunchbase.com/organization/uncommon-social,Casual Games,The Gamification of Philanthropy,"923,699",,https://uncommon.social,Adam Gering,"Seattle, Washington, United States"
Pomakz,https://www.crunchbase.com/organization/pomakz,"Delivery, E-Commerce, Internet, Retail, Retail Technology",Pomakz.com makes shopping easier than ever plus saving your money.,"923,636",https://www.linkedin.com/company/pomakz-com,https://www.pomakz.com,,"Bandirma, Balikesir, Turkey"
La Liguilla,https://www.crunchbase.com/organization/la-liguilla,"Online Portals, Sports",La Liguilla is an online community that deals with amateur sports.,"923,319",https://www.linkedin.com/company/la-liguilla,http://laliguilla.com,,"Vienna, Ohio, United States"
First Choice Finance,https://www.crunchbase.com/organization/first-choice-finance,"Finance, Financial Services",First Choice Finance is a comprehensive online marketplace,"923,281",,https://www.first-choice-finance.co.uk/,,"London, England, United Kingdom"
Basal Gestión,https://www.crunchbase.com/organization/basal-gestión,"Hospitality, Tourism, Travel",Basal Gestión promotes rural tourism at ​​Northeast Segovia that allows growth and strengthens the value of the rural environment.,"923,269",,https://basalgestion.com/,,"Segovia, Castilla y Leon, Spain"
Vuabl,https://www.crunchbase.com/organization/vuabl,"Internet, Real Estate",Vuabl specializes in creating immersive spaces.,"923,108",https://www.linkedin.com/company/vuabl,https://vuabl.com/,,"Glasgow, Glasgow City, United Kingdom"
My Ipswich Local,https://www.crunchbase.com/organization/my-ipswich-local,Advertising,Marketing startup focused on servicing the wonderful business owners of Ipswich QLD.,"923,051",,https://myipswichlocal.com.au,,"Ipswich, Queensland, Australia"
Imaginis,https://www.crunchbase.com/organization/imaginis,"Advertising Platforms, Outdoor Advertising, Video Advertising","Imaginis provides video and outdoor advertising screens with direct sun, ambient screen, wifi, and touch technologies for better messaging.","922,986",https://www.linkedin.com/in/imaginis-tv-dise%C3%B1os-originales-s-l-072994166/,http://imaginis.tv,,"Madrid, Madrid, Spain"
Label Therapy,https://www.crunchbase.com/organization/label-therapy,"E-Commerce, Fashion, Price Comparison",SEARCH & COMPARE THE BEST FASHION STORES IN ONE PLACE,"922,932",,http://labeltherapy.com/,,"London, England, United Kingdom"
GrabJobs,https://www.crunchbase.com/organization/grabjobs-8a06,"Consulting, Recruiting",GrabJobs an application offers placement assistance and guide lines without charge.,"922,895",https://www.linkedin.com/company/grabjobs---the-netherlands/,http://www.grabjobs.nl,,"The Hague, Zuid-Holland, The Netherlands"
digitaliKa,https://www.crunchbase.com/organization/digitalika,"Consulting, Information Technology, Software",digitaliKa provides Advisory on Strategy/Transformation/Innovation to Boards and Shareholders of Tech/Software companies. We co-invest.,"922,892",https://www.linkedin.com/company/digitalika-digital.innovation.services/about/,http://digitalika.ch,Nicolas Schobinger,"Zug, Zug, Switzerland"
JustEnjoy,https://www.crunchbase.com/organization/justenjoy,Travel,A Real Treasure box to engage families in discovering a new city!,"922,663",https://www.linkedin.com/company/justenjoy/,https://www.justenjoy.pt,Luis Caixado,"Lisbon, Lisboa, Portugal"
Sercomgas,https://www.crunchbase.com/organization/sercomgas,"Oil and Gas, Service Industry",Sercomgas is a service company for gas trading companies.,"922,377",https://www.linkedin.com/company/sercomgas/,http://www.sercomgas.com/,,"Madrid, Madrid, Spain"
Quality Rating,https://www.crunchbase.com/organization/quality-rating,"Consumer Goods, Marketing, Service Industry",Quality Rating gives rating and awards to the companies for their growth in business and also promotes the business.,"922,368",,http://www.zirkayakosti.com.ua,,"Kyiv, Kyyiv, Ukraine"
La Cara,https://www.crunchbase.com/organization/la-cara,"Event Management, Public Relations, Social Media","La Cara focuses on events in areas like production, PR, audio-visual, social media, and event creation.","922,364",https://www.linkedin.com/company/events-la-cara-b/,http://lacara-b.com/,,"Madrid, Madrid, Spain"
The Pier,https://www.crunchbase.com/organization/the-pier,Real Estate,"The Pier is a business centers, lounge, and meeting spaces provider company.","922,311",,,,"Lisboa, Lisboa, Portugal"
InBCS,https://www.crunchbase.com/organization/inbcs,"Business Development, Consulting",InBCS provides solutions and services to companies to drive their digital transformation.,"922,305",https://www.linkedin.com/company/inbcs/,http://InBCS.es,,"Pozuelo De Alarcón, Madrid, Spain"
Wildcard Motors,https://www.crunchbase.com/organization/wildcard-motors,Transportation,"Los Angeles transportation network company based in Hollywood, California.","922,272",,https://wildcardmotors.com,Maureen McNally,"Los Angeles, California, United States"
Morr Technologies,https://www.crunchbase.com/organization/morr-technologies,Communications Infrastructure,"Morr Technologies offers full Services Technologies, Security and Communication.","922,207",,http://www.morrtechnologies.com,,"Dallas, Texas, United States"
Pixels Digital,https://www.crunchbase.com/organization/pixels-digital,"E-Commerce, Graphic Design, Marketplace, Social Media, Web Design",Pre-packaged gigs by freelance designers.,"922,108",,https://www.pixelsdigital.co/,Kevin Bhagat,"Chicago, Illinois, United States"
Collab LV,https://www.crunchbase.com/organization/collab-lv,Marketing,Collab LV is the premier Online Marketing Agency in Las Vegas. Specializing in boosting Google traffic through SEO.,"922,080",https://www.linkedin.com/in/justingiron,http://www.collablv.com/,,"Las Vegas, Nevada, United States"
Hands of Honey,https://www.crunchbase.com/organization/hands-of-honey,Financial Services,"CDC providing financial assistance, cultivating commercial relationships, and creating marketing platforms for small minority firms.","922,066",https://www.linkedin.com/company/hands-of-honey/?viewAsMember=true,http://handsofhoney.com,,"Chicago, Illinois, United States"
Hype It,https://www.crunchbase.com/organization/hype-it,Social Media,Hype It is a social media platform.,"922,062",,https://hypeitnow.co.uk/,,"London, England, United Kingdom"
Metadiet,https://www.crunchbase.com/organization/metadiet,"Fitness, Health Care, Wellness",Metadiet is the fruit of my passion for health and wellness. Obsessed with sport.,"921,962",https://www.linkedin.com/company/metadiet-ltd/,,,"London, England, United Kingdom"
Andrew Co,https://www.crunchbase.com/organization/andrew-co,"Health Care, Medical",Medical billing advocacy service to help reduce or eliminate high medical bills. ,"921,905",,,,"Washington, District of Columbia, United States"
Nectd,https://www.crunchbase.com/organization/nectd,"Network Security, Publishing",The most elegant way to get and publish always up to date contact details,"921,895",,,Hoang C. Huynh,"San Francisco, California, United States"
Wanda's Family Restaurant,https://www.crunchbase.com/organization/wanda-s-family-restaurant,Restaurants,"Restaurant in Livonia, NY","921,855",,http://wandasfamilyrestaurant.com,,"Livonia, New York, United States"
Street Art Málaga,https://www.crunchbase.com/organization/street-art-málaga,"Art, Children",Street Art Málaga provides urban art workshops for children and adults.,"921,825",,http://www.streetartmalaga.com/,,"Málaga, Andalucia, Spain"
Lang4Tech Inc,https://www.crunchbase.com/organization/lang4tech-inc,"Advertising Platforms, Blogging Platforms, Translation Service",First European Translation Exchange!,"921,690",,http://job.lang4tech.com/,,"Riga, Riga, Latvia"
"Mode Split, LLC",https://www.crunchbase.com/organization/mode-split-llc,,"21st Century Mobility, But, Bikes First.","921,665",,,,"Orlando, Florida, United States"
Beerscout,https://www.crunchbase.com/organization/beerscout,"E-Commerce, Wine And Spirits",Beerscout is a craft beer club that sends a monthly selection of awesome beers to its members.,"921,635",,https://www.beerscout/nl,,"Utrecht, Utrecht, The Netherlands"
ReQuent Inc.,https://www.crunchbase.com/organization/requent-inc,Real Estate,ReQuent provides homeowners an innovative access to lawn and home maintenance rental equipment.,"921,633",,http://www.requentinc.com,,"Glen Allen, Virginia, United States"
Dearzan,https://www.crunchbase.com/organization/dearzan,"Internet, Software","Dearzan is the best translations platform, made for and with translators","921,590",,https://www.kickstarter.com/projects/1244462499/dearzan-choose-your-translator-or-be-the-translato,,"Brooklyn, New York, United States"
Newbiz Quebec,https://www.crunchbase.com/organization/newbiz-quebec,"Business Development, Database, Sales",Newbiz Quebec is a sales business development company located in Montreal.,"921,561",https://www.linkedin.com/company/newbiz-qu%C3%A9bec/,https://www.newbiz.quebec,,"Montreal, Quebec, Canada"
Bubee London,https://www.crunchbase.com/organization/bubee-london,Electronics,bubee team is a young team who came together to solve an  everyday problem,"921,560",,http://mybubee.com/,,"London, England, United Kingdom"
Epoxy Flooring Tallahassee,https://www.crunchbase.com/organization/epoxy-flooring-tallahassee,"Construction, Home and Garden","EPOXY FLOORING Tallahassee, Fl","921,448",,https://www.epoxytallahassee.com/,,"Tallahassee, Florida, United States"
Doorhub,https://www.crunchbase.com/organization/doorhub-c19f,"E-Commerce, Furniture, Hardware",Door Hub is a wholesale dealer that sells furniture and hardware with reasonable prices and impeccable quality with online services.,"921,432",,http://doorhub.com.ua,,"Kyiv, Kyyiv, Ukraine"
Great Mind Exchange,https://www.crunchbase.com/organization/great-mind-exchange,"Recruiting, Staffing Agency",Great Mind Exchange is a platform to help entrepreneurs look for teammates and for students to find the next big thing for them!,"921,273",https://www.linkedin.com/company/great-mind-exchange/about/,https://greatmindexchange.com/,,"Champaign, Illinois, United States"
Seismic Point Group,https://www.crunchbase.com/organization/seismic-point-group,"Android, Web Apps, Windows","Seismic specializes in the development of CRM systems, turnkey solutions, android, windows & web apps, repairs, and offers LAN/WAN networks.","921,214",,http://seismicpoint.com,,"Kyiv, Kyyiv, Ukraine"
Weederb,https://www.crunchbase.com/organization/weederb,Communities,Weed Social Network & Marijuana Dispensaries,"921,169",,http://www.weederb.com,,"Sacramento, California, United States"
"Do Best Possible, LLC",https://www.crunchbase.com/organization/glenn-gawron,"Association, Real Estate",Real estate investment firm,"921,130",https://www.linkedin.com/company/dobestpossiblellc,https://dobestpossible.com,Glenn Gawron,"Denver, Colorado, United States"
SHUMWAY LOGISTICS LLC,https://www.crunchbase.com/organization/shumway-logistics-llc,,Primarily engaged in providing long-distance specialized trucking.,"921,113",,,,"Riverside, California, United States"
Deuse,https://www.crunchbase.com/organization/deuse,"Mobile Apps, Software Engineering, Web Development","Deuse specializes in data engineering, graphic design, customized software, mobile applications and web development.","921,080",https://www.linkedin.com/company/deuse-sprl/,http://www.deuse.be,,"Liège, Liege, Belgium"
Ikify,https://www.crunchbase.com/organization/ikify,"Health Care, Mobile Apps, Personal Development",Ikify is an app-based platform for moms to preserve their mental harmony.,"920,994",https://www.linkedin.com/company/ikify-me/?trk=similar-companies_org_title&originalSubdomain=in,https://www.ikify.me,,"Utrecht, Utrecht, The Netherlands"
FRENDS Headphones,https://www.crunchbase.com/organization/frends-headphones-816b,"Electronics, Fashion, Hardware, Lifestyle",Women Designer Headphones,"920,750",,,,"Amsterdam, Noord-Holland, The Netherlands"
E-MAX Management,https://www.crunchbase.com/organization/e-max-management,"Consulting, Information Services, Project Management","E-Max Management offers various services including project and change management, business transformation, and IT consulting.","920,705",,http://www.emax-management.be,,"Wauthier-braine, Brabant Wallon, Belgium"
Polymyr,https://www.crunchbase.com/organization/polymyr,Internet,Discover and shop the latest tech products with Polymyr. Submit your feedback on the products you purchase and receive a monetary reward.,"920,686",,https://joinpolymyr.com,,"Berkeley, California, United States"
GlobalBridges.co,https://www.crunchbase.com/organization/globalbridges-co,Information Technology,"GlobalBridges.co is leverage the global diversity of innovation, process and markets.","920,654",https://www.linkedin.com/company/globalbridges-co,https://globalbridges.co,,"San Rafael, California, United States"
London Photos,https://www.crunchbase.com/organization/london-photos,Advertising,"London Photos provides beautiful, high-quality wedding albums sourced from one of the finest album suppliers in the world.","920,611",,https://www.london-photos.co.uk/,,"London, England, United Kingdom"
Wersel Brand Analytics,https://www.crunchbase.com/organization/werselbrandanalytics,,Wersel Brand Analytics can help you understand how your brand is performing and Provide Anti-Fake & Brand-protection Services.,"920,526",https://www.linkedin.com/company/werselbrandanalytics/,http://wersel.io/brand-analytics,,"New York, New York, United States"
StrigiformGames,https://www.crunchbase.com/organization/strigiformgames,Education,Gamification On Education,"920,499",,http://strigiformgames.com/,,"Athens, Attiki, Greece"
Salon Big Brother,https://www.crunchbase.com/organization/salon-big-brother,Service Industry,Salon Big Brother protects brands from unauthorized distributors selling on online platforms.,"920,437",https://www.linkedin.com/company/salon-big-brother/,https://salonbigbrother.com/,,"Leganés, Madrid, Spain"
La Faddist International Ltd.,https://www.crunchbase.com/organization/la-faddist-international-ltd,"Fashion, Internet, Media and Entertainment, News","LaFaddist.com is a trusted source featuring fashion news, latest trends, criticism, and advice.","920,413",,https://lafaddist.com,Mohil Sheth,"New York, New York, United States"
SLIMlabs,https://www.crunchbase.com/organization/slimlabs,Information Technology,SLIMlabs is a provider of building information.,"920,226",https://www.linkedin.com/company/slimlabs/,https://www.slimlabs.nl/home/,Arjan Kalfsbeek,"Eindhoven, Noord-Brabant, The Netherlands"
Biosensable Inc,https://www.crunchbase.com/organization/biosensable-inc,Information Technology,Next generation multi-biometric solutions,"920,143",https://www.linkedin.com/company/biosensable-inc,http://www.biosensable.com,Nagachetan Bangalore Manjunathamurthy,"Las Vegas, Nevada, United States"
Rutendo Solutions,https://www.crunchbase.com/organization/rutendo-solutions,"Android, Information Technology, iOS","Rutendo is an IT company that specializes in IOS, Android development, software development and SEO services delivered as per project needs.","920,120",https://www.linkedin.com/company/rutendo/about/,http://www.rutendosolutions.com,,"Dnipropetrovsk, Dnipropetrovs'ka Oblast', Ukraine"
Zaffiroweb,https://www.crunchbase.com/organization/zaffiroweb,"Digital Marketing, SEO, Video","Zaffiroweb offers services in video SEO, video communication, digital project management, consultancy, training and digital humanities.","920,104",https://www.linkedin.com/company/zaffiroweb-s.r.l./,https://www.zaffiroweb.com/,,"Treviso, Veneto, Italy"
InTuch Inc,https://www.crunchbase.com/organization/intuch-inc,Information Technology,Wearable tech company,"920,011",,http://intuch-inc.com/,,"Seattle, Washington, United States"
Cenersys,https://www.crunchbase.com/organization/cenersys,Software,Cenersys provides rapid insights on network performance across broad network environments.,"919,908",https://www.linkedin.com/company/15197448/,,,"Fort Lauderdale, Florida, United States"
Studio Monfrino,https://www.crunchbase.com/organization/studio-monfrino,"Accounting, Advice, Consulting, Financial Services","Studio Monfrino is an accounting firm that offers services in tax returns, data processing, administrative, and financial analysis.","919,882",,http://www.studiomonfrino.com,,"Giaveno, Piemonte, Italy"
Honoriza,https://www.crunchbase.com/organization/honoriza,"Legal, Professional Services",Honoriza provides legal services.,"919,801",https://www.linkedin.com/company/honoriza,https://honoriza.es/,,"Orense, Galicia, Spain"
Best Men's Shaver,https://www.crunchbase.com/organization/best-men-s-shaver,Consumer Goods,Offering tips and advice on the latest shaving techniques and products,"919,693",,https://bestmensshaver.com,,"Gainesville, Florida, United States"
Hugeservices,https://www.crunchbase.com/organization/hugeservices,"Cloud Data Services, Software, Web Development","HugeServices is an information technology company that offers IT solution, agile, cloud solution, and software development.","919,663",,https://hugeservices.pl,,"Poznan, Wielkopolskie, Poland"
Sole Kids,https://www.crunchbase.com/organization/sole-kids,"Children, Online Portals, Shoes","Sole Kids is an online store that offers summer, winter, autumn, spring, and school collection of footwear for children.","919,660",,http://kids-sole.com,,"Dnipropetrovsk, Dnipropetrovs'ka Oblast', Ukraine"
Creativefury,https://www.crunchbase.com/organization/creativefury,"Advertising, Brand Marketing, Web Design",Creativefury is a full service web and branding agency.,"919,517",https://www.linkedin.com/company/creativefury,https://creativefury.co.uk/,,"Liverpool, Liverpool, United Kingdom"
Denton POS Systems,https://www.crunchbase.com/organization/denton-pos-systems-2,"Credit Cards, Hardware, Hospitality, Point of Sale, Restaurants, Retail Technology","Denton POS Systems provides cash registers and POS systems for restaurants, bars, retail, hospitality, and salons in Denton, Texas","919,444",https://www.linkedin.com/company/denton-pos-systems,http://dentonpossystems.com,,"Denton, Texas, United States"
Hejdoo,https://www.crunchbase.com/organization/hejdoo,"Apps, Mobile Apps",Hejdoo is an app for platonic encounters in Berlin.,"919,419",https://www.linkedin.com/company/18134362/,https://www.hejdoo.com/,,"Helsinki, Southern Finland, Finland"
Appsiduo,https://www.crunchbase.com/organization/appsiduo,"Leisure, Tourism, Travel",Appsiduo is an application that automatically records the times.,"919,277",https://www.linkedin.com/company/appsiduo,https://www.appsiduo.com,,"Sevilla, Andalucia, Spain"
Horizon Personal Training Centers of Newington,https://www.crunchbase.com/organization/horizon-personal-training-centers-of-newington,"Fitness, Health Care, Lifestyle","Personal Trainers in Newington CT, reach your personal fitness goals for a lifestyle!","919,233",,,,"Newington, Connecticut, United States"
SalesMentour,https://www.crunchbase.com/organization/salesmentour,"Education, SaaS","Business Development Training, Education, SaaS, ","919,106",https://www.linkedin.com/company/27227416/,,,"St Louis, Missouri, United States"
BarKeyHome,https://www.crunchbase.com/organization/barkeyhome,Consumer,BarKeyHome is offers a completely innovative technological solution.,"919,013",https://www.linkedin.com/company/bar-key-home,,,"Madrid, Madrid, Spain"
MLTT Consulting Limited,https://www.crunchbase.com/organization/mltt-consulting-limited,"Consulting, Travel",Travel and Loyalty Technology Consulting and Training Services,"918,964",,http://marklenahan.com/,,"Dublin, Dublin, Ireland"
Strong Family Insurance,https://www.crunchbase.com/organization/strong-family-insurance,Insurance,"Commercial Auto Insurance in Mount Vernon, WA","918,921",,http://strongfamilyinsurance.business.site,,"Mount Vernon, Washington, United States"
SeeAround,https://www.crunchbase.com/organization/seearound,,"Wherever you are, whatever you think, just seearound!","918,900",,http://www.seearound.es/,,"Barcelona, Catalonia, Spain"
Hallwil,https://www.crunchbase.com/organization/hallwil,"Graphic Design, Project Management, Web Development","Hallwil offers solutions for good ROI with services like web development, design, digital marketing, and IT consulting.","918,814",https://www.linkedin.com/company/hallwil/,https://www.hallwil.com,,"Kharkiv, Sums'ka Oblast', Ukraine"
Plastik,https://www.crunchbase.com/organization/plastik,"Graphic Design, Marketing, UX Design","Plastik Agency offers various services including UI/UX design, branding, logo, design concept, and marketing graphics.","918,800",,http://www.plastikagency.com/?utm_source=clutch.co&utm_medium=referral,,"Dnipropetrovsk, Dnipropetrovs'ka Oblast', Ukraine"
Our Race,https://www.crunchbase.com/organization/our-race,"Communities, Education",Our Race is a community that connects people through storytelling and genuine conversations.,"918,773",https://www.linkedin.com/company/our-race,https://www.ourrace.com.au/,,"Enmore, New South Wales, Australia"
ThinkLiberté,https://www.crunchbase.com/organization/thinkliberte,"Media and Entertainment, Social Media",ThinkLiberté is a social news service - always be informed,"918,736",https://www.linkedin.com/company-beta/17941334/,https://www.thinkliberte.com,"David Kennett, David Tait, Ofer Deshe","London, England, United Kingdom"
retfox,https://www.crunchbase.com/organization/retfox,"Internet of Things, Software Engineering, Telecommunications","retfox expertise in creating smart integrated technology, digital transformation, software engineering, internet of things, & M2M, etc.","918,576",https://www.linkedin.com/company/retfox,http://retfox.com,,"Istanbul, Istanbul, Turkey"
Musicalized,https://www.crunchbase.com/organization/musicalized,"Independent Music, Internet, Music",High fidelity record store for music lovers and groove diggers.,"918,547",https://www.linkedin.com/company/11027216,http://musicalized.com,"Florimond Peureux, François Cortezon, Romain Evain","Paris, Ile-de-France, France"
Growsolid,https://www.crunchbase.com/organization/growsolid,"Advice, Business Development, Consulting",Growsolid offers consulting services with ideas and concepts with operational support to develop practical solutions.,"918,545",,http://www.growsolid.de,,"Ettlingen, Baden-Wurttemberg, Germany"
FREDERIC JORDI,https://www.crunchbase.com/organization/frederic-jordi,"Fashion, Jewelry, Manufacturing","Frederic Jordi is a Swiss manufacture of carbon briefcases for businessmen, luxury cases for jewelers and watch collectors.","918,536",,http://www.fredericjordi.com/,,"Moutier, Jura, Switzerland"
SmartContest,https://www.crunchbase.com/organization/smartcontest,"Software, Sports",SmartContest provides software for the contest and tournament organization.,"918,525",,http://www.ineaweb.net,,"La Bernardière, Pays de la Loire, France"
Shimmy,https://www.crunchbase.com/organization/shimmy,"Internet, Mobile Apps, Social Media",Video bookmarking and sharing made simple.,"918,522",,,Lucas Allen,"Los Angeles, California, United States"
TTT-Applications,https://www.crunchbase.com/organization/ttt-applications,Consumer Software,TTT-Applications is a set-up new benchmark how motorcycle service is documented.,"918,489",https://www.linkedin.com/company/ttt-applicationsltd/,https://ttt-applications.com/,,"Loppi, Southern Finland, Finland"
Waykeat,https://www.crunchbase.com/organization/waykeat,"Marketplace, Travel",Waykeat is a marketplace where people from all over the world can offer and book gastronomic experiences in host homes.,"918,470",https://www.linkedin.com/company/waykeat/,http://www.waykeat.com/,,"Murcia, Murcia, Spain"
Be Chartered Ltd,https://www.crunchbase.com/organization/be-chartered-ltd,Education,Chartered Training Courses in Management and Leadership (UK),"918,396",,https://bechartered.com,,"Provo, Utah, United States"
Hulasch,https://www.crunchbase.com/organization/hulasch,"Lifestyle, Recreation, Wellness",Hulasch is an idea to find the best food in a city.,"918,247",,http://www.hulasch.com,,"State College, Pennsylvania, United States"
Account4Everything,https://www.crunchbase.com/organization/account4everything,Accounting,Account4Everything is the newest firm of chartered accountants.,"918,193",https://www.linkedin.com/company-beta/10631987/,http://www.accounting4everything.com,,"Paignton, Devon, United Kingdom"
Info Pixel,https://www.crunchbase.com/organization/info-pixel,"Video Games, Virtual Reality",Info Pixel is an VR simulations and games development company.,"918,130",,https://infopixelgames.wordpress.com/,,"Melbourne, Victoria, Australia"
1615 Films,https://www.crunchbase.com/organization/1615-films,Video,Film Production Company,"918,109",,,Hakeem Scott,"Phoenix, Arizona, United States"
myHouseBlock,https://www.crunchbase.com/organization/myhouseblock,Real Estate,myHouseBlock is a real estate platform.,"918,070",https://www.linkedin.com/company/myhouseblock/,,,"Queens Beach, Queensland, Australia"
Opening Times Post Office UK,https://www.crunchbase.com/organization/opening-times-post-office-uk,Location Based Services,Our product helps users in UK to find out whether the nearest post office to there location is open or not.,"917,980",,https://openingtimespostoffice.co.uk/,,"Glenshee, Perth and Kinross, United Kingdom"
Metagame Academy,https://www.crunchbase.com/organization/metagame-academy,Computer,Metagame Academy offers a unique and open platform for gamers to earn money while teaching about their favorite games. ,"917,933",https://www.linkedin.com/company/metagameacademy/,https://metagame.academy,,"Seattle, Washington, United States"
Trident Pump,https://www.crunchbase.com/organization/trident-pump,"Industrial, Water","Trident Pump is rapid deploying high pressure, high head transportable pumps.","917,914",,http://tridentpumps.ca,,"Athabasca, Alberta, Canada"
Honeygold Entertainment,https://www.crunchbase.com/organization/honeygold-entertainment,"Digital Entertainment, Video Games",Honeygold Entertainment is a video-game development company.,"917,898",,http://www.honeygold.it,Alessandro Piva,"Latina, Lazio, Italy"
Proektno-Ekolohichnyi Konsaltynh,https://www.crunchbase.com/organization/proektno-ekolohichnyi-konsaltynh,"Environmental Consulting, Life Science",Project Ecological Consulting is in the field of environmental protection with the development of scientific and technical documentation.,"917,822",,http://pec.com.ua,,"Kyiv, Kyyiv, Ukraine"
Oppilla LLC,https://www.crunchbase.com/organization/oppilla-llc,"Apps, Information Technology, Mobile Apps","A Language and an App, that is going to redefine and revolutionize the way you do Data Integration and Manipulation.","917,787",,http://www.dialrun.com,,"Bethlehem, Pennsylvania, United States"
Online Reputation,https://www.crunchbase.com/organization/online-reputation,"Public Relations, SEO, Web Development","Online reputation specializes in search engine reputation management, political management, internet marketing, & PR promotion, etc.","917,781",,http://onlinereputation.com.ua,,"Kyiv, Kyyiv, Ukraine"
"Young, Knight & Oberholtzer, LLC.",https://www.crunchbase.com/organization/young-knight-oberholtzer-llc,"Consulting, Finance, Financial Services",Investment Advisor,"917,771",,,,"San Antonio, Texas, United States"
Papuaz,https://www.crunchbase.com/organization/papuaz,Travel,Platform which connects Travellers with Locals to provide authentic travel experiences worldwide.,"917,721",https://www.linkedin.com/company/11342147/,http://papuaz.net,Yevhen Hashchenko,"Berlin, Berlin, Germany"
Yipp,https://www.crunchbase.com/organization/yipp,"Information Technology, Internet of Things, Software",Create and Curate Collections of Web Pages with Others,"917,671",https://www.linkedin.com/company/25053244/,http://www.joinyipp.com,"Alex Zekoff, Juan Ordonez","Berkeley, California, United States"
